seller_sku,item_id_US,item_id_CA,BS_SKU,B_SKU,B_NZ_SKU
WP_BLACK&WHITE4_342443,5456550756,14D83HTYU832,34244-3,,
WP_BLACK&WHITE4_342443_Sample,,2XH3DP1BDQTL,,,
WP_BLACK&WHITE4_342781,5454501683,4DPDQ0EARDV8,34278-1,,
WP_BLACK&WHITE4_342781_Sample,,1CEVHTBKDXZS,,,
WP_BLACK&WHITE4_342784,5321444701,42KIR71C08I9,34278-4,,
WP_BLACK&WHITE4_342784_Sample,,6HQN6GUGAOXW,,,
WP_BLACK&WHITE4_344311,5329137051,3JF5B3AXME28,3443-11,,
WP_BLACK&WHITE4_344311_Sample,,7JURCR1EOXIF,,,
WP_BLACK&WHITE4_344335,,25Q6GEFJANHI,3443-35,,
WP_BLACK&WHITE4_344335_Sample,,5G0UW1GFZD37,,,
WP_BLACK&WHITE4_344953,5330199955,1822Q1AN8SWC,,,
WP_BLACK&WHITE4_344953_Sample,,29URL1P57LOG,,,
WP_BLACK&WHITE4_344981,5454501684,5S82YPGGPNXP,34498-1,,
WP_BLACK&WHITE4_344981_Sample,,0VT2VQC6HLG7,,,
WP_BLACK&WHITE4_346087,5330199719,1C0KFPX2WYO1,3460-87,,
WP_BLACK&WHITE4_346087_Sample,,4GARBPE9YHYP,,,
WP_BLACK&WHITE4_347213,5454501682,7IYYX906QP5Y,3472-13,,
WP_BLACK&WHITE4_347213_Sample,,5LIRER63QAJC,,,
WP_BLACK&WHITE4_347711,5330199715,51VZJW83XB5J,34771-1,,
WP_BLACK&WHITE4_347711_Sample,,6WW601ENXE1Z,,,
WP_BLACK&WHITE4_347713,5328591792,41DH8LJ22UJ7,34771-3,,
WP_BLACK&WHITE4_347713_Sample,,1LILYUY13GUL,,,
WP_BLACK&WHITE4_347721,5330199716,3Q938OSRP6P3,34772-1,,
WP_BLACK&WHITE4_347721_Sample,,57VX88OJ20YW,,,
WP_BLACK&WHITE4_347722,5454501681,37909IGO27ZL,34772-2,,
WP_BLACK&WHITE4_347722_Sample,,696NKIX7NZBD,,,
WP_BLACK&WHITE4_347751,5320380888,3LUNCSKS4H8H,34775-1,,
WP_BLACK&WHITE4_347751_Sample,,2UST9IGIZW1K,,,
WP_BLACK&WHITE4_348681,5454501680,1R1O038X085O,34868-1,,
WP_BLACK&WHITE4_348681_Sample,,57IIF7JWFPBB,,,
WP_BLACK&WHITE4_348691,,3PZWFFNM8UEE,34869-1,,
WP_BLACK&WHITE4_348691_Sample,,6X881WX1UULD,,,
WP_BLACK&WHITE4_349323,5320380887,1028ZNVSQ3BE,3493-23,,
WP_BLACK&WHITE4_349323_Sample,,345UJQ5SQBAE,,,
WP_BLACK&WHITE4_351822,5456550759,7DQ9J5K9WMUA,35182-2,,
WP_BLACK&WHITE4_351822_Sample,,7E4NEOU5CSJS,,,
WP_BLACK&WHITE4_354241,5465963068,3KBCJ58H9L6S,35424-1,,
WP_BLACK&WHITE4_354241_Sample,,5B8W0O4C015V,,,
WP_BLACK&WHITE4_355662,5334089662,6R62UYKYF21U,35566-2,,
WP_BLACK&WHITE4_355662_Sample,,6AQS0K1QYD52,,,
WP_BLACK&WHITE4_356468,5452721173,38M06ENKYCA9,3564-68,,
WP_BLACK&WHITE4_356468_Sample,,3I6MJI6R1J0O,,,
WP_BLACK&WHITE4_359702,5320380515,,,,
WP_BLACK&WHITE4_359702_Sample,,63GBZ189DK3P,,,
WP_BLACK&WHITE4_360814,5321444706,5Q8D9XPLEHLY,36081-4,,
WP_BLACK&WHITE4_360814_Sample,,60USXDB6AHR7,,,
WP_BLACK&WHITE4_360824,5328591793,44G4DYWTAGS7,36082-4,,
WP_BLACK&WHITE4_360824_Sample,,6XVMTKK429AP,,,
WP_BLACK&WHITE4_360826,5321444708,6UZHZJYR69U1,36082-6,,
WP_BLACK&WHITE4_360826_Sample,,6R1MWCI2CPNP,,,
WP_BLACK&WHITE4_360833,5330199956,1R9F5P5ARWAR,36083-3,,
WP_BLACK&WHITE4_360833_Sample,,1HBYB6VY9UWX,,,
WP_BLACK&WHITE4_360834,5321444703,4IPG3YGLKLIR,36083-4,,
WP_BLACK&WHITE4_360834_Sample,,4D4IY6B5AVSP,,,
WP_BLACK&WHITE4_360932,,6GC253HE7OFD,36093-2,,
WP_BLACK&WHITE4_360932_Sample,,17J32UN2J9H8,,,
WP_BLACK&WHITE4_361234,5330199714,1WLTZO1HX9AG,,,
WP_BLACK&WHITE4_361234_Sample,,2X8ZRB6AQEUC,,,
WP_BLACK&WHITE4_361661,5320380889,0T6RYXK3D5A2,36166-1,,
WP_BLACK&WHITE4_361661_Sample,,3M1OYFVX7G6F,,,
WP_BLACK&WHITE4_361663,5458405331,2EINOD7OJJZK,36166-3,,
WP_BLACK&WHITE4_361663_Sample,,0UD4V5QI4R1M,,,
WP_BLACK&WHITE4_361671,,26OHAGVFMGJC,36167-1,,
WP_BLACK&WHITE4_361671_Sample,,76K6OXVQ4P1E,,,
WP_BLACK&WHITE4_361673,,3ULUYKWVHJEW,36167-3,,
WP_BLACK&WHITE4_361673_Sample,,2M0F3BDQ0HTI,,,
WP_BLACK&WHITE4_361681,5461509032,4YKQ4OBX8Y5K,36168-1,,
WP_BLACK&WHITE4_361681_Sample,,0ZPF60DQKSC2,,,
WP_BLACK&WHITE4_361684,5331731674,2ACQALQB4WQK,36168-4,,
WP_BLACK&WHITE4_361684_Sample,,16ON6MZXC7Q0,,,
WP_BLACK&WHITE4_361688,5465963069,294X7XCCC36W,36168-8,,
WP_BLACK&WHITE4_361688_Sample,,16C7VVMSGPP1,,,
WP_BLACK&WHITE4_361707,5320380890,6SVMJLRRQ2XV,36170-7,,
WP_BLACK&WHITE4_361707_Sample,,2Z0TEIFZSSJC,,,
WP_BLACK&WHITE4_361851,5454551559,3MLQOB5PAX92,36185-1,,
WP_BLACK&WHITE4_361851_Sample,,3MV4EQ2BHKT5,,,
WP_BLACK&WHITE4_361861,5320380891,2JP08LUBGEX5,,,
WP_BLACK&WHITE4_361861_Sample,,5377A8PF8ZGN,,,
WP_BLACK&WHITE4_362022,5465963067,47LJ03P35TFB,,,
WP_BLACK&WHITE4_362022_Sample,,21JFPV989BZR,,,
WP_BLACK&WHITE4_362053,5334089663,3OPDR95HCEWC,36205-3,,
WP_BLACK&WHITE4_362053_Sample,,7CSWDYIKDBTX,,,
WP_BLACK&WHITE4_362621,5321444704,2NIJJCGQ8IWX,,,
WP_BLACK&WHITE4_362621_Sample,,3KMF2N0Q712O,,,
WP_BLACK&WHITE4_362631,5320380896,5MF4VIN4EIXV,36263-1,,
WP_BLACK&WHITE4_362631_Sample,,4BHPLBOMHY1Z,,,
WP_BLACK&WHITE4_362635,5330199718,7HI7BLLHTMZT,,,
WP_BLACK&WHITE4_362635_Sample,,4L3BKFRNKNWL,,,
WP_BLACK&WHITE4_362802,5329137054,6FEP394NVX7Q,36280-2,,
WP_BLACK&WHITE4_362802_Sample,,6T4GELQK69ZA,,,
WP_BLACK&WHITE4_363404,5448420394,2BM0N3BYREDS,3634-04,,
WP_BLACK&WHITE4_363404_Sample,,1DU7HQ7NMPF9,,,
WP_BLACK&WHITE4_363713,5458405332,76KK48I40VPH,,,
WP_BLACK&WHITE4_363713_Sample,,3YD6KCXC3NTC,,,
WP_BLACK&WHITE4_363771,5465963071,65LI4RC1B52A,36377-1,,
WP_BLACK&WHITE4_363771_Sample,,4TL583TQ3VKM,,,
WP_BLACK&WHITE4_363773,5454551561,5R7M973BZ0JK,36377-3,,
WP_BLACK&WHITE4_363773_Sample,,6BKYD349TNAD,,,
WP_BLACK&WHITE4_363791,5458405336,2TU62DS86SUH,36379-1,,
WP_BLACK&WHITE4_363791_Sample,,6FPEOWLBOT41,,,
WP_BLACK&WHITE4_363951,5320380518,24OZYEPLB8L3,36395-1,,
WP_BLACK&WHITE4_363951_Sample,,1U37XT3SON0U,,,
WP_BLACK&WHITE4_364043,5465963070,29J140V3L43V,,,
WP_BLACK&WHITE4_364043_Sample,,6CNZ4ORN7HL3,,,
WP_BLACK&WHITE4_364106,5330199723,15NRGBVZX93P,36410-6,,
WP_BLACK&WHITE4_364106_Sample,,7JTMYWPTVMVD,,,
WP_BLACK&WHITE4_364107,5452721174,28Y0DMF2WZ4G,36410-7,,
WP_BLACK&WHITE4_364107_Sample,,1O3C6QG3A12H,,,
WP_BLACK&WHITE4_364501,5448370527,5UN7RMFILOLG,36450-1,,
WP_BLACK&WHITE4_364501_Sample,,45G6ANGQAEXE,,,
WP_BLACK&WHITE4_364591,5448370524,2BHNR0XE06QP,36459-1,,
WP_BLACK&WHITE4_364591_Sample,,4QDNM46H2OCW,,,
WP_BLACK&WHITE4_364592,5452721175,1XY7C2FTONRU,36459-2,,
WP_BLACK&WHITE4_364592_Sample,,5XY50QBIO0AW,,,
WP_BLACK&WHITE4_364941,5320380892,5J9MU6RB1UVC,,,
WP_BLACK&WHITE4_364941_Sample,,5BTSO0KIFXEF,,,
WP_BLACK&WHITE4_365741,5454069465,7C1HKEDMRARQ,36574-1,,
WP_BLACK&WHITE4_365741_Sample,,6VSY1K9E6FIE,,,
WP_BLACK&WHITE4_365742,5320380894,785O3V3N7GH1,36574-2,,
WP_BLACK&WHITE4_365742_Sample,,6OTZCPIX109Y,,,
WP_BLACK&WHITE4_365751,5321444713,7F3R96ZKUPNS,36575-1,,
WP_BLACK&WHITE4_365751_Sample,,1355F978PKAH,,,
WP_BLACK&WHITE4_365754,5329137053,1W8LT54G9QAW,36575-4,,
WP_BLACK&WHITE4_365754_Sample,,6PMP82VE2KHT,,,
WP_BLACK&WHITE4_366252,5454501685,1I5QVE6HAKC2,,,
WP_BLACK&WHITE4_366252_Sample,,25NFGAWY49U1,,,
WP_BLACK&WHITE4_366287,5448370523,21UZWYNGRXV5,36628-7,,
WP_BLACK&WHITE4_366287_Sample,,6N8V57VNLYBL,,,
WP_BLACK&WHITE4_552631,5448420393,45NC3X8GHRA0,5526-31,,
WP_BLACK&WHITE4_552631_Sample,,2EBS7BDT4FZ3,,,
WP_BLACK&WHITE4_554338,5320380893,5XR7HZYWOHQG,5543-38,,
WP_BLACK&WHITE4_554338_Sample,,7KR0Z23CMXUU,,,
WP_BLACK&WHITE4_647139,5454501689,60IE9IW7QJID,6471-39,,
WP_BLACK&WHITE4_647139_Sample,,0W8BT1YG0S3Z,,,
WP_BLACK&WHITE4_666314,5321444707,5SL7MO75AIYW,6663-14,,
WP_BLACK&WHITE4_666314_Sample,,7BWBEK0ZDR6P,,,
WP_BLACK&WHITE4_785527,5321444710,6OARMR43KUW6,7855-27,,
WP_BLACK&WHITE4_785527_Sample,,69MSUG1P7ERN,,,
WP_BLACK&WHITE4_881854,5454501686,6OVROF1GQ5K3,8818-54,,
WP_BLACK&WHITE4_881854_Sample,,4LQUELRPJPWH,,,
WP_BLACK&WHITE4_884114,5452721179,5MHKDZMBJ4A1,8841-14,,
WP_BLACK&WHITE4_884114_Sample,,5K61IWXMTM5K,,,
WP_BLACK&WHITE4_907882,5456550763,1PZWR06QY0UP,9078-82,,
WP_BLACK&WHITE4_907882_Sample,,4ZI88J3KPA8H,,,
WP_BLACK&WHITE4_935781,5448370525,3YVO97NR6CJ6,93578-1,,
WP_BLACK&WHITE4_935781_Sample,,2LNNOY098JIW,,,
WP_BLACK&WHITE4_937902,5330199726,3BXR6SKG1G6E,,,
WP_BLACK&WHITE4_937902_Sample,,7AP3HTOOCRYB,,,
WP_BLACK&WHITE4_937911,,6SG3H2SCX4KH,93791-1,,
WP_BLACK&WHITE4_937911_Sample,,3WVJL0GC550O,,,
WP_BLACK&WHITE4_937922,5325740414,45MNH8THM947,93792-2,,
WP_BLACK&WHITE4_937922_Sample,,228KFZ8R1I2Z,,,
WP_BLACK&WHITE4_939291,,64F0CECGQ1O9,93929-1,,
WP_BLACK&WHITE4_939291_Sample,,48E0SBGEWBKY,,,
WP_BLACK&WHITE4_939371,5461509030,7GQO1LE94H9H,93937-1,,
WP_BLACK&WHITE4_939431,5448370526,1K68VXYEXZ17,93943-1,,
WP_BLACK&WHITE4_939431_Sample,,28VYNYUYG9RX,,,
WP_BLACK&WHITE4_943497,5456550761,55THBBVBSMO2,94349-7,,
WP_BLACK&WHITE4_943497_Sample,,36RPO6PL9U4L,,,
WP_BLACK&WHITE4_944441,,7KYCR7Q1C1WP,94444-1,,
WP_BLACK&WHITE4_944441_Sample,,6ILGR2IQEBVP,,,
WP_BLACK&WHITE4_954701,5328591795,598938S2ZHVO,95470-1,,
WP_BLACK&WHITE4_954701_Sample,,3JKN1O5B6NFM,,,
WP_BLACK&WHITE4_958111,5458405333,1VPZDJL383DX,95811-1,,
WP_BLACK&WHITE4_958111_Sample,,0TTSFZ6QXBX1,,,
WP_BLACK&WHITE4_960796,5321444705,0T47I98NTWV3,96079-6,,
WP_BLACK&WHITE4_960796_Sample,,4F9RHZTAVXHV,,,
WP_BLACK&WHITE4_965318,5334089669,37B3L1ONJE6D,9653-18,,
WP_BLACK&WHITE4_965318_Sample,,3O7P74KZ7AUC,,,
WP_BLACK&WHITE4_974330,5461509038,1JNJTTUU8P00,9743-30,,
WP_BLACK&WHITE4_974330_Sample,,6FZEEA292H7B,,,
WP_BLACK&WHITE4_SAMPLE_106742,5465963075,,1067-42S,,
WP_BLACK&WHITE4_SAMPLE_132055,5320380516,,1320-55S,,
WP_BLACK&WHITE4_SAMPLE_143112,5334089664,,1431-12S,,
WP_BLACK&WHITE4_SAMPLE_143211,5461509031,,1432-11S,,
WP_BLACK&WHITE4_SAMPLE_143228,5328591794,,1432-28S,,
WP_BLACK&WHITE4_SAMPLE_161314,5461509036,,1613-14S,,
WP_BLACK&WHITE4_SAMPLE_204042,5454501693,,2040-42S,,
WP_BLACK&WHITE4_SAMPLE_206367,5454551562,,2063-67S,,
WP_BLACK&WHITE4_SAMPLE_211774,5329137056,,2117-74S,,
WP_BLACK&WHITE4_SAMPLE_211798,5330199722,,2117-98S,,
WP_BLACK&WHITE4_SAMPLE_230928,5458405338,,2309-28S,,
WP_BLACK&WHITE4_SAMPLE_230942,5456550766,,2309-42S,,
WP_BLACK&WHITE4_SAMPLE_233110,5454069468,,2331-10S,,
WP_BLACK&WHITE4_SAMPLE_240910,5325740418,,2409-10S,,
WP_BLACK&WHITE4_SAMPLE_254818,5334089667,,2548-18S,,
WP_BLACK&WHITE4_SAMPLE_255426,5465963074,,2554-26S,,
WP_BLACK&WHITE4_SAMPLE_255440,5454069464,,2554-40S,,
WP_BLACK&WHITE4_SAMPLE_256218,5321444709,,2562-18S,,
WP_BLACK&WHITE4_SAMPLE_273727,5330199725,,2737-27S,,
WP_BLACK&WHITE4_SAMPLE_282910,5330199724,,2829-10S,,
WP_BLACK&WHITE4_SAMPLE_298270,5458405339,,2982-70S,,
WP_BLACK&WHITE4_SAMPLE_305265,5321444712,,3052-65S,,
WP_BLACK&WHITE4_SAMPLE_305805,5331731677,,3058-05S,,
WP_BLACK&WHITE4_SAMPLE_306401,5461509033,,3064-01S,,
WP_BLACK&WHITE4_SAMPLE_306891,5448370532,,3068-91S,,
WP_BLACK&WHITE4_SAMPLE_312112,5454551564,,3121-12S,,
WP_BLACK&WHITE4_SAMPLE_322319,5448370528,,3223-19S,,
WP_BLACK&WHITE4_SAMPLE_324191,5454551560,,3241-91S,,
WP_BLACK&WHITE4_SAMPLE_324401,5325740415,,3244-01S,,
WP_BLACK&WHITE4_SAMPLE_325013,5320380895,,,,
WP_BLACK&WHITE4_SAMPLE_326317,5320380525,,3263-17S,,
WP_BLACK&WHITE4_SAMPLE_328236,5320380517,,3282-36S,,
WP_BLACK&WHITE4_SAMPLE_330321,5329137055,,3303-21S,,
WP_BLACK&WHITE4_SAMPLE_334213,5456550765,,3342-13S,,
WP_BLACK&WHITE4_SAMPLE_341331,5456550762,,3413-31S,,
WP_BLACK&WHITE4_SAMPLE_341377,5325740416,,3413-77S,,
WP_BLACK&WHITE4_SAMPLE_341381,5330199728,,3413-81S,,
WP_BLACK&WHITE4_SAMPLE_342435,5454501694,,,,
WP_BLACK&WHITE4_SAMPLE_342443,5321444717,,3424-43S,,
WP_BLACK&WHITE4_SAMPLE_342781,5458405334,,3427-81S,,
WP_BLACK&WHITE4_SAMPLE_342784,5328591796,,3427-84S,,
WP_BLACK&WHITE4_SAMPLE_344311,5461509034,,3443-11S,,
WP_BLACK&WHITE4_SAMPLE_344953,5448370533,,,,
WP_BLACK&WHITE4_SAMPLE_344981,5320380523,,,,
WP_BLACK&WHITE4_SAMPLE_346087,3720568253,,3460-87S,,
WP_BLACK&WHITE4_SAMPLE_347213,5321444716,,3472-13S,,
WP_BLACK&WHITE4_SAMPLE_347711,5320380898,,3477-11S,,
WP_BLACK&WHITE4_SAMPLE_347713,5329137057,,3477-13S,,
WP_BLACK&WHITE4_SAMPLE_347721,5334089666,,3477-21S,,
WP_BLACK&WHITE4_SAMPLE_347722,5456550764,,3477-22S,,
WP_BLACK&WHITE4_SAMPLE_347751,5321444718,,,,
WP_BLACK&WHITE4_SAMPLE_348681,5330199957,,3486-81S,,
WP_BLACK&WHITE4_SAMPLE_349323,5325740419,,3493-23S,,
WP_BLACK&WHITE4_SAMPLE_351822,5452721178,,3518-22S,,
WP_BLACK&WHITE4_SAMPLE_354241,5331731675,,3542-41S,,
WP_BLACK&WHITE4_SAMPLE_355662,5448370531,,3556-62S,,
WP_BLACK&WHITE4_SAMPLE_356468,5334089668,,3564-68S,,
WP_BLACK&WHITE4_SAMPLE_359702,5325740420,,,,
WP_BLACK&WHITE4_SAMPLE_360814,5454551563,,3608-14S,,
WP_BLACK&WHITE4_SAMPLE_360824,5448370535,,3608-24S,,
WP_BLACK&WHITE4_SAMPLE_360826,5465963072,,3608-26S,,
WP_BLACK&WHITE4_SAMPLE_360833,5452721180,,3608-33S,,
WP_BLACK&WHITE4_SAMPLE_360834,5320380520,,3608-34S,,
WP_BLACK&WHITE4_SAMPLE_361234,5454501695,,,,
WP_BLACK&WHITE4_SAMPLE_361661,5320380897,,3616-61S,,
WP_BLACK&WHITE4_SAMPLE_361663,5321444711,,3616-63S,,
WP_BLACK&WHITE4_SAMPLE_361681,5334089671,,3616-81S,,
WP_BLACK&WHITE4_SAMPLE_361684,5454069466,,3616-84S,,
WP_BLACK&WHITE4_SAMPLE_361688,5452721181,,3616-88S,,
WP_BLACK&WHITE4_SAMPLE_361707,5461509037,,3617-07S,,
WP_BLACK&WHITE4_SAMPLE_361851,5329137059,,3618-51S,,
WP_BLACK&WHITE4_SAMPLE_361861,5321444719,,,,
WP_BLACK&WHITE4_SAMPLE_362022,5448370529,,,,
WP_BLACK&WHITE4_SAMPLE_362053,5454501688,,3620-53S,,
WP_BLACK&WHITE4_SAMPLE_362621,5448370534,,3626-21S,,
WP_BLACK&WHITE4_SAMPLE_362631,5458405340,,3626-31S,,
WP_BLACK&WHITE4_SAMPLE_362635,5320380519,,3626-35S,,
WP_BLACK&WHITE4_SAMPLE_362802,5465963077,,3628-02S,,
WP_BLACK&WHITE4_SAMPLE_363404,5456550767,,3634-04S,,
WP_BLACK&WHITE4_SAMPLE_363713,5458405341,,,,
WP_BLACK&WHITE4_SAMPLE_363771,5454501690,,3637-71S,,
WP_BLACK&WHITE4_SAMPLE_363773,5328591797,,3637-73S,,
WP_BLACK&WHITE4_SAMPLE_363791,5458405335,,3637-91S,,
WP_BLACK&WHITE4_SAMPLE_363951,5329137058,,3639-51S,,
WP_BLACK&WHITE4_SAMPLE_364043,5325740417,,,,
WP_BLACK&WHITE4_SAMPLE_364106,5454069470,,3641-06S,,
WP_BLACK&WHITE4_SAMPLE_364107,5454501691,,3641-07S,,
WP_BLACK&WHITE4_SAMPLE_364501,5465963079,,3645-01S,,
WP_BLACK&WHITE4_SAMPLE_364591,5330199729,,3645-91S,,
WP_BLACK&WHITE4_SAMPLE_364592,5454069471,,3645-92S,,
WP_BLACK&WHITE4_SAMPLE_364941,5461509035,,,,
WP_BLACK&WHITE4_SAMPLE_365741,5454069472,,3657-41S,,
WP_BLACK&WHITE4_SAMPLE_365742,5454501692,,3657-42S,,
WP_BLACK&WHITE4_SAMPLE_365751,5329137060,,3657-51S,,
WP_BLACK&WHITE4_SAMPLE_365754,5452721177,,3657-54S,,
WP_BLACK&WHITE4_SAMPLE_366252,5461509039,,,,
WP_BLACK&WHITE4_SAMPLE_366287,5454501696,,3662-87S,,
WP_BLACK&WHITE4_SAMPLE_552631,5330199958,,5526-31S,,
WP_BLACK&WHITE4_SAMPLE_554338,5331731678,,5543-38S,,
WP_BLACK&WHITE4_SAMPLE_647139,5320380522,,6471-39S,,
WP_BLACK&WHITE4_SAMPLE_666314,5320380521,,6663-14S,,
WP_BLACK&WHITE4_SAMPLE_785527,5465963078,,7855-27S,,
WP_BLACK&WHITE4_SAMPLE_881854,5321444714,,8818-54S,,
WP_BLACK&WHITE4_SAMPLE_884114,5328591798,,8841-14S,,
WP_BLACK&WHITE4_SAMPLE_907882,5321444720,,9078-82S,,
WP_BLACK&WHITE4_SAMPLE_935781,5321444715,,9357-81S,,
WP_BLACK&WHITE4_SAMPLE_937902,5448420395,,9379-02S,,
WP_BLACK&WHITE4_SAMPLE_937922,5448370530,,9379-22S,,
WP_BLACK&WHITE4_SAMPLE_939371,5334089670,,9393-71S,,
WP_BLACK&WHITE4_SAMPLE_939431,5454501697,,9394-31S,,
WP_BLACK&WHITE4_SAMPLE_943497,5454551565,,9434-97S,,
WP_BLACK&WHITE4_SAMPLE_954701,5452721182,,9547-01S,,
WP_BLACK&WHITE4_SAMPLE_958111,5454069467,,9581-11S,,
WP_BLACK&WHITE4_SAMPLE_960796,5328591800,,9607-96S,,
WP_BLACK&WHITE4_SAMPLE_965318,5448420397,,9653-18S,,
WP_BLACK&WHITE4_SAMPLE_974330,5328591799,,9743-30S,,
WP_BLACK_IS_BEAUTIFUL_116093,795686877,,1160-93,,
WP_BLACK_IS_BEAUTIFUL_132062,578348124,,1320-62,,
WP_BLACK_IS_BEAUTIFUL_139511,943113822,,1395-11,,
WP_BLACK_IS_BEAUTIFUL_230782,393706354,,2307-82,,
WP_BLACK_IS_BEAUTIFUL_230942,721241076,,2309-42,,
WP_BLACK_IS_BEAUTIFUL_255426,907645241,,2554-26,,
WP_BLACK_IS_BEAUTIFUL_305531,872836009,,30553-1,,
WP_BLACK_IS_BEAUTIFUL_309549,971893697,,3095-49,,
WP_BLACK_IS_BEAUTIFUL_326515,559403173,,32651-5,,
WP_BLACK_IS_BEAUTIFUL_332035,750782481,,,,
WP_BLACK_IS_BEAUTIFUL_336078,812868065,,33607-8,,
WP_BLACK_IS_BEAUTIFUL_349330,332938757,,3493-30,,
WP_BLACK_IS_BEAUTIFUL_355825,987468127,,35582-5,,
WP_BLACK_IS_BEAUTIFUL_359983,258789171,,35998-3,,
WP_BLACK_IS_BEAUTIFUL_361404,435838246,,36140-4,,
WP_BLACK_IS_BEAUTIFUL_361663,220929335,,36166-3,,
WP_BLACK_IS_BEAUTIFUL_361673,834804451,,36167-3,,
WP_BLACK_IS_BEAUTIFUL_361684,531710013,,36168-4,,
WP_BLACK_IS_BEAUTIFUL_362812,866352807,,36281-2,,
WP_BLACK_IS_BEAUTIFUL_365001,903889292,,36500-1,,
WP_BLACK_IS_BEAUTIFUL_365045,967216006,,36504-5,,
WP_BLACK_IS_BEAUTIFUL_365053,973421710,,36505-3,,
WP_BLACK_IS_BEAUTIFUL_365754,341884401,,36575-4,,
WP_BLACK_IS_BEAUTIFUL_368984,724463020,,36898-4,,
WP_BLACK_IS_BEAUTIFUL_369191,952858234,,36919-1,,
WP_BLACK_IS_BEAUTIFUL_369195,530926194,,36919-5,,
WP_BLACK_IS_BEAUTIFUL_371003,366525810,,37100-3,,
WP_BLACK_IS_BEAUTIFUL_371324,268389159,,3713-24,,
WP_BLACK_IS_BEAUTIFUL_371724,957426500,,37172-4,,
WP_BLACK_IS_BEAUTIFUL_371781,711674837,,37178-1,,
WP_BLACK_IS_BEAUTIFUL_373346,532928897,,37334-6,,
WP_BLACK_IS_BEAUTIFUL_374123,561331876,,37412-3,,
WP_BLACK_IS_BEAUTIFUL_374132,621339346,,37413-2,,
WP_BLACK_IS_BEAUTIFUL_374154,447481468,,37415-4,,
WP_BLACK_IS_BEAUTIFUL_374246,200364193,,3742-46,,
WP_BLACK_IS_BEAUTIFUL_374256,740607567,,37425-6,,
WP_BLACK_IS_BEAUTIFUL_374833,5458405527,,37483-3,,
WP_BLACK_IS_BEAUTIFUL_375226,648993396,,37522-6,,
WP_BLACK_IS_BEAUTIFUL_375261,221861594,,37526-1,,
WP_BLACK_IS_BEAUTIFUL_375263,5320593552,,37526-3,,
WP_BLACK_IS_BEAUTIFUL_375272,432849410,,,,
WP_BLACK_IS_BEAUTIFUL_375554,5454501873,,,,
WP_BLACK_IS_BEAUTIFUL_376783,991061683,,37678-3,,
WP_BLACK_IS_BEAUTIFUL_376985,664712198,,,,
WP_BLACK_IS_BEAUTIFUL_377466,904199253,,37746-6,,
WP_BLACK_IS_BEAUTIFUL_377475,465915349,,37747-5,,
WP_BLACK_IS_BEAUTIFUL_377581,387938254,,,,
WP_BLACK_IS_BEAUTIFUL_377591,120170499,,,,
WP_BLACK_IS_BEAUTIFUL_377614,650203729,,37761-4,,
WP_BLACK_IS_BEAUTIFUL_378326,697790779,,37832-6,,
WP_BLACK_IS_BEAUTIFUL_378644,584268310,,37864-4,,
WP_BLACK_IS_BEAUTIFUL_378672,791292262,,37867-2,,
WP_BLACK_IS_BEAUTIFUL_379822,624010181,,37982-2,,
WP_BLACK_IS_BEAUTIFUL_379832,5321444890,,37983-2,,
WP_BLACK_IS_BEAUTIFUL_379844,361204658,,37984-4,,
WP_BLACK_IS_BEAUTIFUL_379852,385958017,,37985-2,,
WP_BLACK_IS_BEAUTIFUL_379866,831167560,,37986-6,,
WP_BLACK_IS_BEAUTIFUL_379871,532809635,,37987-1,,
WP_BLACK_IS_BEAUTIFUL_379901,5454551726,,3799-01,,
WP_BLACK_IS_BEAUTIFUL_379911,5329137249,,3799-11,,
WP_BLACK_IS_BEAUTIFUL_379913,5448420584,,37991-3,,
WP_BLACK_IS_BEAUTIFUL_380215,5454551727,,38021-5,,
WP_BLACK_IS_BEAUTIFUL_380233,401607985,,38023-3,,
WP_BLACK_IS_BEAUTIFUL_380291,845870806,,38029-1,,
WP_BLACK_IS_BEAUTIFUL_383522,966347224,,,,
WP_BLACK_IS_BEAUTIFUL_385242,453950279,,38524-2,,
WP_BLACK_IS_BEAUTIFUL_385253,386521683,,38525-3,,
WP_BLACK_IS_BEAUTIFUL_385293,822509013,,38529-3,,
WP_BLACK_IS_BEAUTIFUL_385924,152063915,,38592-4,,
WP_BLACK_IS_BEAUTIFUL_385932,738967155,,38593-2,,
WP_BLACK_IS_BEAUTIFUL_385963,371696949,,38596-3,,
WP_BLACK_IS_BEAUTIFUL_386942,365563424,,38694-2,,
WP_BLACK_IS_BEAUTIFUL_386971,766564646,,38697-1,,
WP_BLACK_IS_BEAUTIFUL_387074,329721057,,38707-4,,
WP_BLACK_IS_BEAUTIFUL_387085,807995619,,38708-5,,
WP_BLACK_IS_BEAUTIFUL_387185,112179102,,38718-5,,
WP_BLACK_IS_BEAUTIFUL_387203,669851115,,38720-3,,
WP_BLACK_IS_BEAUTIFUL_387233,865638467,,,,
WP_BLACK_IS_BEAUTIFUL_387415,745853841,,38741-5,,
WP_BLACK_IS_BEAUTIFUL_387426,974999558,,38742-6,,
WP_BLACK_IS_BEAUTIFUL_387472,182759427,,,,
WP_BLACK_IS_BEAUTIFUL_388134,619728509,,38813-4,,
WP_BLACK_IS_BEAUTIFUL_388181,668305160,,38818-1,,
WP_BLACK_IS_BEAUTIFUL_388224,326255039,,38822-4,,
